,code,name,industry,main_product
470,262840,아이퀘스트,소프트웨어 개발 및 공급업,"패키지 ERP, 구축형 ERP 등"
471,950210,프레스티지바이오파마,자연과학 및 공학 연구개발업,바이오시밀러 및 항체의약품 신약
472,277810,레인보우로보틱스,특수 목적용 기계 제조업,"협동로봇, 천문마운트시스템, 이족보행로봇 등"
473,321820,아티스트유나이티드,소프트웨어 개발 및 공급업,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼
474,248070,솔루엠,전자부품 제조업,"POWER, 3in1 Board, ESL 등"
475,163730,핑거,소프트웨어 개발 및 공급업,"스마트 금융 플랫폼, 핀테크 금융 솔루션"
476,348030,모비릭스,소프트웨어 개발 및 공급업,모바일 게임 개발 및 퍼블리싱
477,352700,씨앤투스,기타 섬유제품 제조업,"에어필터, 산업용 및 보건용 마스크"
478,086710,선진뷰티사이언스,기타 화학제품 제조업,화장품 원료
479,375500,DL이앤씨,토목 건설업,토목 건설 사업
480,236810,엔비티,광고업,모바일 포인트 광고 플랫폼
481,368770,파이버프로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",광섬유 관성센서 및 관성 측정장치
482,257990,나우코스,기타 화학제품 제조업,"화장품, 동물용의약외품"
483,253610,루트락,기타 전문 도매업,"인공슬관절, 척추 임플란트(의료기기 도·소매)"
484,365550,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자
485,369370,블리츠웨이스튜디오,"인형,장난감 및 오락용품 제조업",피규어 제조 및 판매
486,357550,석경에이티,기초 화학물질 제조업,바이오 및 전기전자 나노 소재
487,314130,지놈앤컴퍼니,기초 의약물질 제조업,"마이크로바이옴 기반 치료제, 화장품, 건강기능식품"
488,335810,프리시젼바이오,의료용 기기 제조업,체외진단 기기 및 시약
489,347860,알체라,소프트웨어 개발 및 공급업,"얼굴인식 AI, 이상상황 감지 AI 등"
490,365590,하이딥,반도체 제조업,UIUX Solution
491,064850,에프앤가이드,기타 정보 서비스업,"금융정보서비스, INDEX, 펀드평가 등"
492,356860,티엘비,전자부품 제조업,SSD Module / DRAM Module PCB
493,286000,씨엔티드림,기타 화학제품 제조업,화장품 제조 및 도소매
494,352940,인바이오,"비료, 농약 및 살균, 살충제 제조업","살균제, 살충제, 제초제 등"
495,354200,엔젠바이오,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매"
496,317690,퀀타매트릭스,의료용 기기 제조업,신속항균제검사 장비 및 키트
497,009900,명신산업,자동차 신품 부품 제조업,자동차차체부품
498,352770,클리노믹스,의료용품 및 기타 의약 관련제품 제조업,"Geno Series, CD-PRIME, Cancer Prime"
499,318020,포인트모바일,컴퓨터 및 주변장치 제조업,산업용 PDA
500,129890,앱코,컴퓨터 및 주변장치 제조업,"게이밍기어, 뉴라이프가전 등"
501,265740,엔에프씨,기타 화학제품 제조업,화장품 원료 제조 및 판매
502,199820,제일일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","PCB Assay, 배선기구, 분전반 등"
503,299030,하나기술,특수 목적용 기계 제조업,이차전지 양산 자동화 설비 제조
504,244920,에이플러스에셋,보험 및 연금관련 서비스업,보험대리 및 중개업
505,340570,티앤엘,의료용품 및 기타 의약 관련제품 제조업,"창상치료재, 정형외과용 고정재"
506,348150,고바이오랩,자연과학 및 공학 연구개발업,마이크로바이옴 치료제 및 건강기능식품
507,330860,네패스아크,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스
508,339770,교촌에프앤비,음·식료품 및 담배 도매업,치킨 프랜차이즈
509,290690,소룩스,전구 및 조명장치 제조업,"실내등(형광등, LED등), 실외등, 특수등"
510,348350,위드텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","AMCs 모니터링 시스템, 공정 프로세스 모니터링 시스템, TMS"
511,347000,센코,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","가스센서 및 모듈, 휴대용 및 고정형 가스검지기, 악취 & 미세먼지 모니터링 시스템"
512,301300,바이브컴퍼니,소프트웨어 개발 및 공급업,"소셜 빅데이터 기반 인공지능 서비스 (소셜메트릭스), 문제 해결 솔루션 (AI Solver)"
513,122830,원포유,소프트웨어 개발 및 공급업,"비대면서비스플랫폼, 인공지능"
514,214610,미코바이오메드,의료용 기기 제조업,체외진단용 의료기기
515,304840,피플바이오,의료용품 및 기타 의약 관련제품 제조업,올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단)
516,352820,하이브,오디오물 출판 및 원판 녹음업,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트"
517,348210,넥스틴,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등)
518,053080,케이엔솔,일반 목적용 기계 제조업,클린룸 설비
519,126340,비나텍,일차전지 및 이차전지 제조업,초고용량 커패시터(슈퍼커패시터)
520,359090,씨엔알리서치,"그외 기타 전문, 과학 및 기술 서비스업",금융 지원 서비스
521,323990,박셀바이오,자연과학 및 공학 연구개발업,"항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)"
522,363280,티와이홀딩스,기타 금융업,지주사업
523,318410,비비씨,기타 화학제품 제조업,덴탈 케어용 소재(테이퍼모 등)
524,355150,코스텍시스,반도체 제조업,RF PKG. Spacer
525,347770,핌스,전자부품 제조업,OLED Metal Mask
526,291650,압타머사이언스,자연과학 및 공학 연구개발업,압타머기반 신약개발 및 진단제품 개발
527,294090,이오플로우,의료용 기기 제조업,웨어러블 인슐린펌프
528,293490,카카오게임즈,소프트웨어 개발 및 공급업,"모바일, PC게임 퍼블리싱"
529,347740,피엔케이피부임상연구센타,"그외 기타 전문, 과학 및 기술 서비스업",피부인체적용시험
530,357120,코람코라이프인프라리츠,부동산 임대 및 공급업,부동산 투자 및 관리
531,332370,아이디피,컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본"
532,331920,셀레믹스,기초 의약물질 제조업,타겟캡처키트
533,950190,고스트스튜디오,소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임"
534,337930,브랜드엑스코퍼레이션,기타 정보 서비스업,"애슬레저의류, 생활/청결 용품"
535,060850,영림원소프트랩,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등"
536,032300,한국파마,의약품 제조업,"완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)"
537,348950,제이알글로벌리츠,부동산 임대 및 공급업,벨기에 파이낸스 타워
538,357780,솔브레인,기타 화학제품 제조업,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등
539,164060,이루다,의료용 기기 제조업,레이저 및 고주파 의료기기
540,357250,미래에셋맵스리츠,부동산 임대 및 공급업,부동산 임대업
541,350520,이지스레지던스리츠,부동산 임대 및 공급업,"부동산투자, 취득, 매매, 임대"
542,332570,와이팜,전자부품 제조업,전력증폭기 모듈(PAM)
543,101360,에코앤드림,기타 화학제품 제조업,배출가스 저감용 촉매 및 이차전지 양극활물질 전구체
544,347890,엠투아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션"
545,298540,더네이쳐홀딩스,의복 액세서리 제조업,"의류, 여행용 가방 및 잡화류"
546,225220,제놀루션,기초 의약물질 제조업,"핵산추출기기 및 시약, RNAi 사업 등"
547,304100,솔트룩스,소프트웨어 개발 및 공급업,인공지능 및 빅데이터 소프트웨어
548,266470,바이오인프라생명과학,자연과학 및 공학 연구개발업,I-FINDER(바이오마커 진단)
549,277880,티에스아이,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)"
550,262260,에이프로,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)"
551,334890,이지스밸류플러스리츠,부동산 임대 및 공급업,"부동산투자, 취득, 매매, 임대"
552,950200,소마젠,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분석 서비스 (NGS, CES 등)"
553,290520,신도기연,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)"
554,330350,위더스제약,의약품 제조업,의약품 제조 및 도소매(순환기용제 등)
555,326030,에스케이바이오팜,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발
556,169330,엠브레인,시장조사 및 여론조사업,온라인 및 오프라인 리서치
557,229000,젠큐릭스,의료용품 및 기타 의약 관련제품 제조업,유방암 예후진단 및 폐암/대장암 동반진단 제품/검사서비스
558,322970,무진메디,자연과학 및 공학 연구개발업,"NANO-MEDICINE 전문회사,LNP(지질나노입자)를 이용한 원료 소재 및 개량/신약 개발"
559,297890,HB솔루션,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)"
560,351320,에스에이티이엔지,특수 목적용 기계 제조업,기업인수목적회사
561,298060,에스씨엠생명과학,의약품 제조업,세포치료제
562,353190,휴럼,기타 식품 제조업,금융지원 서비스
563,353810,이지바이오,동물용 사료 및 조제식품 제조업,"자돈사료, 사료첨가제"
564,223250,드림씨아이에스,자연과학 및 공학 연구개발업,시판후조사대행(rPMS)
565,353200,대덕전자,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매"
566,343090,HLB사이언스,의료용품 및 기타 의약 관련제품 제조업,"패혈증 치료제, 면역항암제 전달기술 등"
567,198080,엔피디,전자부품 제조업,스마트폰 OLED용 FPCA
568,237820,플레이디,광고업,온라인 광고 대행
569,092190,서울바이오시스,반도체 제조업,"Visible LED, UV LED"
570,204270,제이앤티씨,전자부품 제조업,"강화유리, 커넥터"
571,274090,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품
572,294140,레몬,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등"
573,294630,서남,기타 전기장비 제조업,고온초전도선재
574,065370,위세아이텍,소프트웨어 개발 및 공급업,"빅데이터분석, 인공지능, 데이터품질관리 솔루션"
575,344820,케이씨씨글라스,유리 및 유리제품 제조업,판유리 등
576,340440,세림B&G,플라스틱제품 제조업,기업인수
577,341310,이앤에치,기타 섬유제품 제조업,"미세먼지용 HEPA 소재, 차량용 캐빈필터소재, 마스크용 소재"
578,311690,CJ 바이오사이언스,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스"
579,238170,엔에스엠,합성고무 및 플라스틱 물질 제조업,전도성 고분자 코팅 대전방지 필름
580,062970,피피아이,통신 및 방송 장비 제조업,"데이터센터용 AWG, 통신용 AWG, 스플리터, 계측기 등"
581,327260,RF머트리얼즈,전자부품 제조업,"광통신, RF통신용 패키지"
582,339950,아이비김영,일반 교습 학원,"오프라인 학원, 온라인강의"
583,288330,브릿지바이오,기초 의약물질 제조업,"펠리노-1 단백질 저해제, 오토택신 저해제"
584,340360,다보링크,통신 및 방송 장비 제조업,"AP, APController 외"
585,235980,메드팩토,자연과학 및 공학 연구개발업,항암제 신약개발
586,336570,원텍,의료용 기기 제조업,기업 인수 및 합병
587,226330,신테카바이오,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스
588,322510,제이엘케이,소프트웨어 개발 및 공급업,"인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템"
589,124560,태웅로직스,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)"
590,335870,윙스풋,"섬유, 의복, 신발 및 가죽제품 소매업",신발 매입 및 공급
591,317860,노드메이슨,기타 화학제품 제조업,헉슬리/Huxley 화장품(스킨케어 스페셜/스킨케어베이직)
592,302550,리메드,의료용 기기 제조업,자기장 치료기기
593,338100,NH프라임리츠,부동산 임대 및 공급업,부동산 투자
594,335890,비올,의료용 기기 제조업,의료기기
595,336040,타스컴,의료용 기기 제조업,당뇨질환 세포치료제 / 당뇨관리 의료기기
596,250030,진코스텍,기타 화학제품 제조업,"마스크팩 ODM/OEM, 하이드로겔 마스크팩"
597,336060,웨이버스,소프트웨어 개발 및 공급업,금융 지원 서비스
598,337840,유엑스엔,의료용 기기 제조업,"혈당센서, 혈당측정기"
599,278650,HLB바이오스텝,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가
600,308170,씨티알모빌리티,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬"
601,321550,티움바이오,자연과학 및 공학 연구개발업,"특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제"
602,297090,씨에스베어링,일반 목적용 기계 제조업,"풍력용 선회베어링, 산업용 선회베어링"
603,103840,우양,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등"
604,190650,코리아에셋투자증권,금융 지원 서비스업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등"
605,322000,HD현대에너지솔루션,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS"
606,306040,에스제이그룹,"가죽, 가방 및 유사제품 제조업","캉골 가방/모자, 헬렌카민스키 모자"
607,216080,제테마,의료용품 및 기타 의약 관련제품 제조업,"히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등"
608,272210,한화시스템,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조"
609,214260,라파스,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)"
610,084850,아이티엠반도체,전자부품 제조업,배터리 보호회로
611,333430,일승,선박 및 보트 건조업,환경장비
612,317400,자이에스앤디,부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양"
613,279600,미디어젠,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발
614,333050,모코엠시스,소프트웨어 개발 및 공급업,"연계솔루션, 보안솔루션, APM솔루션"
615,322180,티라유텍,소프트웨어 개발 및 공급업,스마트팩토리 솔루션
616,330590,롯데리츠,부동산 임대 및 공급업,부동산투자
617,013890,지누스,가구 제조업,매트리스 및 가구제품
618,331520,밸로프,소프트웨어 개발 및 공급업,기업인수합병
619,317530,캐리소프트,"영화, 비디오물, 방송프로그램 제작 및 배급업","영상 콘텐츠(30.05%), 공연(29.76%), 키즈카페(17.38%), 커머스(12.77%), 라이선스 및 기타(10.04%)"
620,331660,한국미라클피플사,기타 화학제품 제조업,"은나노스텝, 닥터오렌지 등"
621,272110,케이엔제이,반도체 제조업,"Edge Grinder, CVD-SiC Ring"
622,317870,엔바이오니아,그외 기타 제품 제조업,양전하필터(정수기)
623,318010,팜스빌,기타 식품 제조업,다이어트 제품 및 건강기능 관련 제품
624,336260,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지
625,300120,라온피플,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서"
626,336370,솔루스첨단소재,전자부품 제조업,"동박, 유압기기 등"
627,036420,콘텐트리중앙,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화 및 방송프로그램 제작, 유통, 광고"
628,158430,아톤,소프트웨어 개발 및 공급업,"모바일금융솔루션, mOTP 개발"
629,234690,녹십자웰빙,의약품 제조업,"전문의약품, 건강기능식품"
630,332290,누보,"비료, 농약 및 살균, 살충제 제조업",기업 인수 및 합병
631,331380,포커스에이치엔에스,영상 및 음향기기 제조업,영상저장장치 및 카메라
632,093510,엔지브이아이,자동차 신품 부품 제조업,천연가스자동차용 연료저장장치 등
633,244460,올리패스,기초 의약물질 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발
634,317120,라닉스,반도체 제조업,"자동차 및 IoT 통신, 보안솔루션"
635,320000,한울반도체,특수 목적용 기계 제조업,비전검사장비
636,256150,한독크린텍,일반 목적용 기계 제조업,정수기 필터
637,149300,아퓨어스,자연과학 및 공학 연구개발업,"실험동물, 연구용피부 및 연구용세포, 연구용역"
638,311390,네오크레마,기타 식품 제조업,기능성 식품 원료
639,195500,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등"
640,328380,솔트웨어,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",enView
641,286750,나노브릭,기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)"
642,317830,에스피시스템스,특수 목적용 기계 제조업,산업용 갠트리 로봇
643,228670,레이,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)"
644,186230,그린플러스,1차 비철금속 제조업,"첨단유리온실, 온실용자재설치공사, 알루미늄 압출/가공제품"
645,282880,코윈테크,특수 목적용 기계 제조업,"공정자동화설비(2차전지,석유화학,반도체,디스플레이)"
646,317330,덕산테코피아,기타 화학제품 제조업,"OLED 소재, 반도체 소재"
647,318000,KBG,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)"
648,317770,엑스페릭스,전자부품 제조업,"지문인식 등록, 인증 기기 및 솔루션"
649,148150,세경하이테크,전자부품 제조업,DECO Film 및 기타 TAPE 제조
650,313760,캐리,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",태양광 인버터 등
651,317850,대모,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등"
652,241840,에이스토리,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작
653,300080,플리토,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",언어 데이터 구축 및 판매
654,234340,헥토파이낸셜,기타 정보 서비스업,"가상계좌중계, 간편현금결제"
655,289010,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업",아이스크림홈런
656,327610,펨토바이오메드,의료용 기기 제조업,CellShot 플랫폼 / CellShot 기반 항암백신치료 제품군 / CellShot 기반 자가면역질환치료 제품군 / CellShot 기반 바이오의약품 생산세포주 제품군
657,251970,펌텍코리아,플라스틱제품 제조업,화장품 용기
658,312610,에이에프더블류,일차전지 및 이차전지 제조업,음극마찰용접단자
659,323280,태성,특수 목적용 기계 제조업,기업인수 및 합병
660,323230,엠에프엠코리아,편조의복 제조업,"남성,여성,남아,여아용 면의류"
661,293780,압타바이오,자연과학 및 공학 연구개발업,"용역매출, 유전자전달체, 압타머연구용시약"
662,308100,까스텔바작,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화
663,305090,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템"
664,322780,코퍼스코리아,"영화, 비디오물, 방송프로그램 제작 및 배급업",콘텐츠 배급 및 제작
665,321260,프로이천,반도체 제조업,합병
666,003670,포스코퓨처엠,일차전지 및 이차전지 제조업,"내화물, 생석회, 음극재 및 양극재"
667,253840,수젠텍,의료용품 및 기타 의약 관련제품 제조업,체외진단 기기 및 시약
668,307930,컴퍼니케이,기타 금융업,중소 벤처기업 투자
669,319660,피에스케이,특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝"
670,319400,현대무벡스,일반 목적용 기계 제조업,"물류자동화, IT서비스"
671,317240,TS트릴리온,기타 화학제품 제조업,기업인수합병
672,279060,이노벡스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2차전지활성화공정장비, TAS(지하철터널내영상광고장치), WING TV(회전식 LED바를 이용한 영상광고장치)"
673,125210,아모그린텍,전자부품 제조업,비정질 및 나노결정립을 이용한 자성부품 및 전류센서
674,307950,현대오토에버,소프트웨어 개발 및 공급업,"전산실운영, 시스템구축, 전산장비 납품, SOC/건축 사업"
675,228760,지노믹트리,자연과학 및 공학 연구개발업,암 조기진단 제품
676,099750,이지케어텍,소프트웨어 개발 및 공급업,의료정보시스템
677,100790,미래에셋벤처투자,기타 금융업,중소기업 창업투자 관련 고유계정/투자조합 관련 수익
678,192650,드림텍,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등"
679,192080,더블유게임즈,소프트웨어 개발 및 공급업,모바일게임
680,247540,에코프로비엠,일차전지 및 이차전지 제조업,양극활물질
681,299660,셀리드,자연과학 및 공학 연구개발업,항암면역치료백신
682,316140,우리금융지주,기타 금융업,금융지주
683,278280,천보,기초 화학물질 제조업,"디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재"
684,246960,SCL사이언스,의료용품 및 기타 의약 관련제품 제조업,"의료용지혈제, 밀폐제 및 접착제"
685,104620,노랑풍선,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매"
686,053580,웹케시,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스"
687,311060,엘에이티,특수 목적용 기계 제조업,"In-Line Sputter, OLED 패널 청정물류 이송 장비 등"
688,298690,에어부산,항공 여객 운송업,항공 여객 및 화물 운송
689,238200,비피도,기타 식품 제조업,프로바이오틱스 관련 완제품 및 균주 원말 등
690,263050,유틸렉스,기초 의약물질 제조업,"면역항암 세포치료제, 면역항암 항체치료제"
691,290550,디케이티,전자부품 제조업,스마트폰용 FPCA
692,307180,아이엘사이언스,전구 및 조명장치 제조업,LED용 실리콘렌즈 외
693,310200,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업
694,308700,테크엔,전구 및 조명장치 제조업,LED조명장치
695,310870,디와이씨,자동차 신품 부품 제조업,자동차 부품
696,309930,오하임앤컴퍼니,기타 생활용품 소매업,기업인수합병
697,299900,위지윅스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업","VFX, 뉴미디어 등 특수영상 컨텐츠 제작"
698,307750,국전약품,의약품 제조업,기업 인수 및 합병
699,298380,에이비엘바이오,기초 의약물질 제조업,항체의약품 연구개발
700,100590,머큐리,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비"
701,110020,전진바이오팜,기타 화학제품 제조업,"방충방향제, 유해동물피해감소제, 기생충피해감소제"
702,270870,뉴트리,기타 식품 제조업,"에버콜라겐, 지노마스터 등"
703,307870,비투엔,소프트웨어 개발 및 공급업,"데이터컨설팅, 품질관리 솔루션"
704,302430,이노메트리,특수 목적용 기계 제조업,엑스레이검사 장비
705,290120,DH오토리드,자동차 신품 부품 제조업,자동차 스티어링휠
706,128540,에코캡,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)"
707,307280,원바이오젠,의료용품 및 기타 의약 관련제품 제조업,"창상피복제, 습윤드레싱제"
708,299910,애닉,소프트웨어 개발 및 공급업,모바일게임
709,900340,윙입푸드,기타 금융업,육가공 제품
710,111710,남화산업,스포츠 서비스업,골프장 서비스
711,179290,엠아이텍,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기
712,117730,티로보틱스,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇"
713,290660,네오펙트,의료용 기기 제조업,라파엘스마트글러브 외
714,207490,에이펙스인텍,전구 및 조명장치 제조업,LED조명장치 등
715,246710,티앤알바이오팹,기초 의약물질 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제"
716,288490,나라소프트,소프트웨어 개발 및 공급업,"체육용솔루션(NS트루골프, NS테니스, NS축구, NS승마 등)"
717,267850,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT 서비스, IT 솔루션"
718,263690,디알젬,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외"
719,217330,싸이토젠,자연과학 및 공학 연구개발업,CTC 기반 Liquid Biopsy 응용사업 및 플랫폼
720,027360,아주IB투자,기타 금융업,
721,208340,파멥신,의약품 제조업,항체치료제
722,263020,디케이앤디,플라스틱제품 제조업,합성피혁 및 부직포
723,227100,퀀텀온,부동산 관련 서비스업,스마트 액세서리(보조배터리 등)
724,194700,노바렉스,기타 식품 제조업,건강기능식품 제조
725,268600,셀리버리,자연과학 및 공학 연구개발업,바이오의약품[iCP-Parkin(파킨슨병 치료제)]및 연구용 시약
726,290670,대보마그네틱,기타 전기장비 제조업,"전자석탈철기, 자력선별기"
727,285490,노바텍,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재"
728,290650,엘앤씨바이오,의약품 제조업,"인체조직(피부, 뼈, 연골)"
729,306620,네온테크,특수 목적용 기계 제조업,기업인수합병
730,108490,로보티즈,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼"
731,153710,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"옵티케어,메디피그 등"
732,288620,에스퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건물용 연료전지, 발전용 연료전지"
733,306200,세아제강,1차 철강 제조업,강관
734,293580,나우IB,기타 금융업,"투자조합, PEF 결성 및 투자"
735,290720,푸드나무,무점포 소매업,
736,293480,하나제약,의약품 제조업,완제의약품
737,110790,크리스에프앤씨,봉제의복 제조업,골프웨어
738,299170,더블유에스아이,생활용품 도매업,기업인수합병
739,219750,한국비티비,의료용 기기 제조업,의료기기 및 미용기기
740,010400,우진아이엔에스,건물설비 설치 공사업,반도체/디스플레이 코팅덕트
741,291230,엔피,기타 사업지원 서비스업,"브랜드 익스피어리언스, XR 콘텐츠, 메타버스"
742,257370,피엔티엠에스,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비"
743,140610,엔솔바이오사이언스,자연과학 및 공학 연구개발업,"퇴행성디스크 치료제, 골관절염 치료제, 동물용 골관절염 치료제"
744,197140,디지캡,소프트웨어 개발 및 공급업,"보호솔루션, 방송서비스솔루션 등"
745,303030,지니틱스,반도체 제조업,반도체 IC
746,290740,액트로,전자부품 제조업,모바일용 액츄에이터 및 조립자동화 설비
747,173130,오파스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축 및 유지보수
748,089970,브이엠,특수 목적용 기계 제조업,300mm Poly Etch System
749,086820,바이오솔루션,기초 의약물질 제조업,"세포치료제, 인체조직모델 등"
750,302920,더콘텐츠온,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화제작, 투자, 배급 및 영화디지털배급"
751,290380,대유,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약"
752,293940,신한알파리츠,부동산 임대 및 공급업,비거주 부동산 임대 서비스업
753,110990,디아이티,특수 목적용 기계 제조업,평판디스플레이 검사장비
754,275630,에스에스알,소프트웨어 개발 및 공급업,"취약점 진단 솔루션, 모의해킹 컨설팅"
755,300720,한일시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈"
756,290270,휴네시온,소프트웨어 개발 및 공급업,망간자료전송(i-oneNet)
757,091810,티웨이항공,항공 여객 운송업,저가 항공운송
758,286940,롯데이노베이트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI"
759,080720,한국유니온제약,의약품 제조업,"항생제, 순환기계, 근골격계, 소화기계류 완제의약품"
760,204020,그리티,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)"
761,297570,알로이스,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스
762,226950,올릭스,자연과학 및 공학 연구개발업,siRNA 신약 개발
763,258050,테크트랜스,기타 금속 가공제품 제조업,비철금속표면처리장비 및 솔루션
764,298040,효성중공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-
765,298050,효성첨단소재,화학섬유 제조업,PET타이어코드
